activation,beta_1,beta_2,commit_hash,dataset,dimensions,dirname,dropout_rate,embeddings_path,epsilon,es__best_epoch,es__best_val_f1,filters,finetune,kernel_sizes,lr,pooling,total_epochs,vocab_size,weight_decay,loss,precision,recall,f1,aupr,val_loss,val_precision,val_recall,val_f1,val_aupr
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_021902_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,40,0.664723054214,20,False,"[1, 2]",0.001,max,65,1783,0.001,5.65244817734,0.849650323391,0.771428585052,0.808652212115,0.894217764332,1.08094394207,0.678571403027,0.651428580284,0.664723054214,0.720768875551
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_021916_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,22,0.708708748217,10,False,"[1, 2, 3]",0.001,max,47,1783,0.001,6.33928871155,0.828181147575,0.731428563595,0.776803793897,0.869986585102,1.02451181412,0.7468354702,0.674285709858,0.708708748217,0.757934163491
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_021933_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,45,0.706896559182,25,False,"[1, 2]",0.001,max,70,1783,0.001,5.27827119827,0.865017652512,0.777142882347,0.818729104109,0.909527121826,1.07338774204,0.710982680321,0.702857136726,0.706896559182,0.706048365348
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_021948_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,10,0.698591561479,5,False,"[1, 2, 3, 4, 5]",0.001,max,35,1783,0.001,7.47309207916,0.8140822649,0.653333306313,0.72490311289,0.821201207976,1.1516597271,0.688888907433,0.708571434021,0.698591561479,0.747766253394
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_022004_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,21,0.694362032807,10,False,"[1, 2, 3, 4]",0.001,max,46,1783,0.001,5.6800236702,0.852377593517,0.762539684772,0.804959796029,0.90067791998,1.01206493378,0.722222208977,0.668571412563,0.694362032807,0.756737245425
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_022017_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,15,0.703910635347,20,False,"[1, 2, 3]",0.001,max,40,1783,0.001,6.6749382019,0.836166918278,0.686984121799,0.75426977485,0.857646548324,1.06580352783,0.688524603844,0.72000002861,0.703910635347,0.758751206655
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_022031_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,28,0.728862993522,50,False,"[1, 2]",0.001,max,53,1783,0.001,5.40299320221,0.863023400307,0.772063493729,0.815013396586,0.904747423303,0.985835790634,0.744047641754,0.714285731316,0.728862993522,0.751537439572
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_022045_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,18,0.69277110724,25,False,"[1, 2, 3]",0.001,max,43,1783,0.001,6.00566244125,0.853550314903,0.732698440552,0.788520693884,0.884563326477,1.01912820339,0.732484102249,0.657142877579,0.69277110724,0.751258564718
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_022100_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,13,0.693877545211,10,False,"[1, 2, 3, 4, 5]",0.001,max,38,1783,0.001,6.56976890564,0.841860473156,0.689523816109,0.758115219993,0.86270007424,1.04147899151,0.708333313465,0.680000007153,0.693877545211,0.757129034285
relu,0.9,0.999,811949ae40a2ed4432ce96b3ddd0f7fcd9ab95bd,2.twitter.biased,200,data/results/20171217_022115_811949,0.5,data/glove.twitter.27B.200d.txt,1e-08,15,0.705539340627,20,False,"[1, 2, 3, 4]",0.001,max,40,1783,0.001,5.99516487122,0.866466641426,0.733333349228,0.79436040488,0.886651697055,0.993836045265,0.720238089561,0.691428542137,0.705539340627,0.775363335012
